,calories,time,link,name,description,query,ingredients,macros
595,209 ккал,50 мин,https://1000.menu/cooking/90182-zalivnoi-pirog-na-moloke,Заливной пирог на молоке,"Будет готов в два раза быстрее, чем обычный!",пирог,"['Молоко - 200 мл', 'Пшеничная мука - 180 гр', 'Яйца - 2 шт.', 'Разрыхлитель - 1 чайн.л.', 'Зелёный лук - 30 гр', 'Яйца - 3 шт.', 'Сливочное масло - 30 гр', 'Перец черный молотый -  по вкусу', 'Соль -  по вкусу', 'Сливочное масло - 5 гр', 'Манка - 1 чайн.л.', 'Яичные желтки - 1 шт.', 'Кунжут - 1 чайн.л.']","['Белки 24%', 'Жиры 27%', 'Углеводы 49%']"
596,270 ккал,2 ч 30 мин,https://1000.menu/cooking/31223-pirog-s-ananasami-i-tvorogom,Пирог с ананасами и творогом,Нежнейшая выпечка. Идеально для дружеского чаепития!,пирог,"['Ананасы - 500 гр', 'Пшеничная мука - 180 гр', 'Сметана - 90 гр', 'Кукурузный крахмал - 60 гр', 'Сливочное масло - 125 гр', 'Яйца - 2 шт.', 'Сахар - 150 гр', 'Разрыхлитель - 1.5 чайн.л.', 'Соль -  по вкусу', 'Кукурузный крахмал - 25 гр', 'Сливочное масло - 50 гр', 'Сахар - 110 гр', 'Творог - 500 гр', 'Яичные желтки - 2 шт.', 'Пшеничная мука - 110 гр', 'Сливочное масло - 60 гр', 'Сахар - 75 гр', 'Ванильный сахар - 8 гр']","['Белки 14%', 'Жиры 26%', 'Углеводы 60%']"
597,243 ккал,1 ч 10 мин,https://1000.menu/cooking/29456-pirog-iz-sloenogo-testa-s-yablokami,Пирог из слоеного теста с яблоками,"Из обычных продуктов, быстро, просто, для всей семьи!",пирог,"['Слоёное тесто - 500 гр', 'Яйца - 1 шт.', 'Сахар - 1 стол.л.', 'Яблоки - 3 шт.', 'Сахар - 2 стол.л.', 'Коньяк - 1 стол.л.']","['Белки 9%', 'Жиры 30%', 'Углеводы 60%']"
598,255 ккал,1 ч 10 мин,https://1000.menu/cooking/39350-rybnyi-pirog-iz-sloenogo-testa,Рыбный пирог из слоеного теста,"Хрустящий, сытный, с потрясающей начинкой. Это восторг!",пирог,"['Слоёное тесто - 500 гр', 'Красная рыба - 800 гр', 'Томатный соус - 3 стол.л.', 'Яйца - 3 шт.', 'Лук репчатый - 1 шт.', 'Морковь - 1 шт.', 'Твёрдый сыр - 150 гр', 'Майонез - 4 стол.л.', 'Соль -  по вкусу', 'Перец -  по вкусу']","['Белки 29%', 'Жиры 40%', 'Углеводы 31%']"
599,166 ккал,1 ч,https://1000.menu/cooking/42838-sharlotka-s-mandarinami-i-yablokami-v-multivarke,Шарлотка с мандаринами и яблоками в духовке,"Пышная и воздушная, простая и вкусная, сочная и мягкая!",пирог,"['Яйца - 4 шт.', 'Сахар - 170 гр', 'Ванильный сахар - 10 гр', 'Соль -  по вкусу', 'Разрыхлитель - 0.5 чайн.л.', 'Пшеничная мука - 180 гр', 'Мандарины - 2 шт.', 'Яблоки - 2 шт.']","['Белки 13%', 'Жиры 8%', 'Углеводы 79%']"
600,291 ккал,1 ч 10 мин,https://1000.menu/cooking/57779-pirog-s-fruktami-v-duxovke,Пирог с фруктами в духовке,"Очень вкусный, из простых продуктов, легко готовить!",пирог,"['Пшеничная мука - 300 гр', 'Коричневый сахар - 200 гр', 'Сливочное масло - 200 гр', 'Яйца - 2 шт.', 'Молоко - 100 мл', 'Разрыхлитель - 1 чайн.л.', 'Корица - 0.5 чайн.л.', 'Соль - 1 гр', 'Сливы - 200 гр', 'Груши - 1 шт.']","['Белки 9%', 'Жиры 27%', 'Углеводы 64%']"
601,203 ккал,1 ч 30 мин,https://1000.menu/cooking/35039-rybnyi-pirog-s-risom,Рыбный пирог с рисом,"Румяный, ароматный, сытный, невероятно вкусный!",пирог,"['Яйца - 1 шт.', 'Молоко - 1 стол.л.', 'Кефир - 125 мл', 'Пшеничная мука - 180 гр', 'Сухие дрожжи - 5 гр', 'Растительное масло - 50 гр', 'Сахар - 0.5 стол.л.', 'Соль - 0.5 чайн.л.', 'Соль -  по вкусу', 'Рис - 40 гр', 'Вода - 120 мл', 'Тунец консервированный - 100 гр', 'Яйца - 2 шт.', 'Зелёный лук - 20 гр']","['Белки 24%', 'Жиры 24%', 'Углеводы 53%']"
602,220 ккал,3 ч,https://1000.menu/cooking/29007-kulebyaka-s-kapustoi,Кулебяка с капустой,Традиционное русское блюдо с потрясающим вкусом!,пирог,"['Пшеничная мука - 400 гр', 'Молоко - 100 мл', 'Вода - 100 мл', 'Растительное масло - 100 мл', 'Куриные яйца - 2 шт.', 'Сухие дрожжи - 7 гр', 'Соль - 2 гр', 'Сахар - 1 чайн.л.', 'Растительное масло - 1 стол.л.', 'Куриные яйца - 4 шт.', 'Соль -  по вкусу', 'Капуста белокочанная - 300 гр', 'Лук репчатый - 1 шт.', 'Сметана - 3 стол.л.', 'Перец черный молотый -  по вкусу']","['Белки 16%', 'Жиры 29%', 'Углеводы 55%']"
603,209 ккал,1 ч 20 мин,https://1000.menu/cooking/36427-pirog-na-kefire-s-yagodami,Пирог на кефире с ягодами,"Невероятно вкусный, пышный, мягкий, воздушный, ароматный!",пирог,"['Пшеничная мука - 150 гр', 'Кефир - 125 мл', 'Сахар - 100 гр', 'Яйца - 2 шт.', 'Черная смородина - 50 гр', 'Красная смородина - 50 гр', 'Разрыхлитель - 1 чайн.л.', 'Растительное масло - 1 чайн.л.']","['Белки 13%', 'Жиры 7%', 'Углеводы 80%']"
604,236 ккал,1 ч 30 мин,https://1000.menu/cooking/11373-kish-s-ryboi-i-mocarelloi,Киш с лососем и брокколи,"Яркий, эффектный, вкуснейший, на ужин или перекус!",пирог,"['Пшеничная мука - 250 гр', 'Сливочное масло - 125 гр', 'Вода - 3 стол.л.', 'Сахар - 0.25 чайн.л.', 'Соль - 0.25 чайн.л.', 'Красная рыба - 400 гр', 'Брокколи - 250 гр', 'Яйца - 2 шт.', 'Твёрдый сыр - 100 гр', 'Сметана - 200 гр', 'Соль -  по вкусу']","['Белки 25%', 'Жиры 40%', 'Углеводы 35%']"
605,200 ккал,2 ч,https://1000.menu/cooking/34972-kurnik-s-kartoshkoi-i-kuricei-iz-sloenogo-testa-v-duxovke,Курник с картошкой и курицей из слоеного теста в духовке,"Очень красивый, а какой вкусный! Все будут в восторге!",пирог,"['Слоёное тесто - 500 гр', 'Куриные грудки - 500 гр', 'Куриные яйца - 2 шт.', 'Лук репчатый - 150 гр', 'Картошка - 400 гр', 'Зелёный лук - 40 гр', 'Растительное масло - 1 стол.л.', 'Соль -  по вкусу', 'Пшеничная мука - 70 гр', 'Молоко - 40 гр', 'Яичные белки - 0.5 шт.', 'Растительное масло - 10 гр', 'Сода - 0.5 гр', 'Сахар - 4 гр', 'Соль - 0.5 гр', 'Яичные желтки - 1 шт.']","['Белки 27%', 'Жиры 27%', 'Углеводы 46%']"
606,182 ккал,45 мин,https://1000.menu/cooking/22554-jarenyi-pirog-na-skovorode-s-kapustoi,Капустный заливной пирог с капустой на сковороде,Невероятная вкуснятина из самых простых продуктов!,пирог,"['Капуста - 150 гр', 'Сметана - 120 гр', 'Молоко - 100 мл', 'Яйца - 2 шт.', 'Пшеничная мука - 150 гр', 'Сахар - 1 чайн.л.', 'Разрыхлитель - 1 чайн.л.', 'Растительное масло - 1 чайн.л.', 'Зелень -  по вкусу', 'Соль -  по вкусу', 'Перец черный молотый -  по вкусу']","['Белки 19%', 'Жиры 22%', 'Углеводы 59%']"
607,197 ккал,1 ч 5 мин,https://1000.menu/cooking/27134-pirog-s-ryboi-i-risom,Пирог с рыбой и рисом,"Быстрый, простой, сытный, вкусный, для всей семьи!",пирог,"['Пшеничная мука - 170 гр', 'Вода - 100 мл', 'Подсолнечное масло - 2 стол.л.', 'Соль -  по вкусу', 'Рыба - 200 гр', 'Круглый рис - 50 гр', 'Лук репчатый - 80 гр', 'Вода - 120 мл', 'Перец черный молотый -  по вкусу']","['Белки 13%', 'Жиры 18%', 'Углеводы 70%']"
608,248 ккал,1 ч 40 мин,https://1000.menu/cooking/84710-pirog-s-tvorogom-i-yagodami,Пирог с творогом и ягодами,На праздничный стол или просто так. Вкуснее не придумаешь!,пирог,"['Пшеничная мука - 200 гр', 'Сливочное масло - 150 гр', 'Сахар - 100 гр', 'Куриные яйца - 1 шт.', 'Разрыхлитель - 1 чайн.л.', 'Творог - 500 гр', 'Голубика - 300 гр', 'Сметана - 100 гр', 'Сахар - 100 гр', 'Куриные яйца - 2 шт.', 'Ванильный сахар - 1 чайн.л.']","['Белки 18%', 'Жиры 30%', 'Углеводы 52%']"
609,107 ккал,1 ч 20 мин,https://1000.menu/cooking/33557-pirog-iz-lavasha-s-kapustoi,Пирог из лаваша с капустой,"Необычный, оригинальный, сытный и очень вкусный!",пирог,"['Лаваш тонкий - 200 гр', 'Капуста - 500 гр', 'Лук - 1 шт.', 'Морковь - 1 шт.', 'Яйца - 2 шт.', 'Сметана - 100 гр', 'Молоко - 200 мл', 'Соль - 0.5 чайн.л.']","['Белки 19%', 'Жиры 14%', 'Углеводы 67%']"
610,223 ккал,1 ч 30 мин,https://1000.menu/cooking/44440-tart-taten-s-yablokami-klassicheskii-francuzskii-pirog,Тарт татен с яблоками - классический французский пирог,"Красивый, оригинальный, тает во рту, праздник каждый день!",пирог,"['Пшеничная мука - 250 гр', 'Сливочное масло - 100 гр', 'Сахар - 70 гр', 'Вода - 50 мл', 'Яйца - 1 шт.', 'Соль - 2 гр', 'Яблоки - 600 гр', 'Сахар - 120 гр', 'Сливочное масло - 20 гр', 'Вода - 2 стол.л.']","['Белки 7%', 'Жиры 19%', 'Углеводы 74%']"
611,199 ккал,1 ч 10 мин,https://1000.menu/cooking/63962-pirog-na-kefire-bez-drojjei,Пирог на кефире без дрожжей,"Румяный, большой, сытный! Просто и очень вкусно!",пирог,"['Кефир - 250 мл', 'Соль - 0.5 чайн.л.', 'Растительное масло - 1 стол.л.', 'Сода - 1 чайн.л.', 'Пшеничная мука - 380 гр', 'Картошка - 200 гр', 'Творог - 200 гр', 'Петрушка -  по вкусу', 'Укроп -  по вкусу', 'Соль -  по вкусу', 'Яйца - 0.5 шт.', 'Кунжут - 1 чайн.л.']","['Белки 21%', 'Жиры 12%', 'Углеводы 67%']"
612,276 ккал,1 ч 10 мин,https://1000.menu/cooking/39033-carskaya-vatrushka-s-tvorogom,Царская ватрушка с творогом,"Из рассыпчатого теста, с нежной начинкой, очень вкусно!",пирог,"['Пшеничная мука - 300 гр', 'Сливочное масло - 100 гр', 'Сахар - 50 гр', 'Разрыхлитель - 0.5 чайн.л.', 'Соль - 0.5 чайн.л.', 'Творог - 400 гр', 'Сметана - 150 гр', 'Сахар - 150 гр', 'Яйца - 3 шт.', 'Лимонная цедра - 1 стол.л.', 'Ванильный сахар - 1 чайн.л.']","['Белки 19%', 'Жиры 25%', 'Углеводы 57%']"
